Temperature,Humidity,Power
20.18885906,33.15272616,295.9022729
35.92447866,38.82102595,207.2990261
3.872287414,22.38657376,845.4883972
5.591854066,35.97287911,816.0482175
6.159459596,16.61076509,628.5165283
31.37049964,59.4878081,399.5421687
29.27765614,36.83883461,89.39481175
35.51527881,32.21391757,75.6944254
43.49521126,19.65674779,14.38459938
9.738364785,34.62825158,16.08553037
3.255522871,64.64862778,312.1722371
40.8054454,33.01242972,89.56168161
33.11206825,14.75186456,483.997614
18.35653002,59.09565173,177.0428583
45.62341636,45.5093491,102.0521895
12.22663885,38.92372348,256.8396782
35.69993333,21.07969789,280.394003
10.27395101,50.65290238,645.0572144
12.61924379,20.50223009,194.0592033
48.2917865,53.12296019,82.82258666
12.60406366,50.73878882,908.9789347
7.960117959,17.09601877,310.0618881
15.50480487,56.29018006,37.08645328
19.90904583,35.88161496,126.4961142
46.77926938,42.4648473,25.6057815
38.88429529,22.47640921,573.3242963
35.14845899,12.11156997,38.49124968
8.181781522,34.90556556,690.6940309
18.43973333,13.09810176,29.32588498
10.00571157,14.75004268,279.8133658
47.08710801,22.17128765,962.8097886
0.54905413,34.60430495,219.9535371
24.75636826,41.49342567,61.90582426
23.0775968,30.43695693,99.16351199
5.684460281,35.06820417,421.17941
10.7338856,18.89911894,273.6496482
39.4495744,43.38294225,131.3728103
12.64211384,18.66912473,746.7881195
13.54977025,58.4393832,129.84027
38.46614385,59.10796592,11.03498259
31.40150307,17.36069054,13.63922732
40.65468178,49.15036551,814.0182847
23.03769068,14.33356192,8.033425039
45.83144536,32.55335291,419.2654167
26.81190746,23.44961915,214.6914064
46.87124384,35.37634607,56.33189242
49.33398209,22.01602216,664.7992197
10.163252,59.06030194,95.94873228
24.06660508,41.80035447,406.836517
20.44125677,37.13281256,769.6556507
4.497572323,35.04024569,68.4340203
24.25266717,25.99945843,95.50002759
7.118351611,47.33378316,299.2245024
42.17527928,59.27840132,59.44860796
18.72184214,11.53482963,14.03283842
48.75248882,32.90522461,858.3759006
5.664147242,52.33482643,159.0561386
9.879190667,11.72848561,0.060512723
21.38892431,28.71364214,538.0520684
37.26463557,30.3440655,408.9296689
27.3504759,39.7480005,465.5118454
13.84878764,12.76422877,167.8024759
47.87651952,28.88206286,669.6817033
1.034910688,34.3161067,51.03485623
0.662867838,39.04663332,261.512776
37.70590025,47.4921392,183.013745
40.62779632,64.30027662,420.6248977
11.88933704,49.01511673,355.386708
31.35129798,44.41378837,497.4494203
38.10250902,29.48807314,869.1349179
12.12079245,46.94278591,66.2567541
29.41547114,15.49818765,26.86105069
30.45395743,25.58266336,401.8940143
44.75792298,26.19133368,288.7765883
21.8120439,29.76704261,230.0996852
29.22519115,26.22590657,137.2563334
29.2442924,21.3529829,546.9163691
5.140526507,11.26019168,200.5674417
14.83023069,45.74046908,577.4217043
11.81541369,42.92925922,234.0688902
47.79049677,37.68970411,26.79034978
31.04099162,55.24418822,10.15752039
29.86345407,55.14097093,139.9644996
14.11572691,48.29254918,6.796667036
19.10281942,43.49295526,4.476697057
3.861137495,61.26711934,107.7065448
25.07457453,25.08545611,125.1006453
17.39803369,34.40079763,81.62348259
25.53949419,16.55616198,606.020242
0.72113652,44.57538151,52.56951145
30.32166975,61.94803721,713.2389597
27.23165686,58.96202325,680.845729
47.61432554,12.72986104,219.6211845
45.01852781,63.87221122,548.7250093
17.70371375,58.01552806,614.7371319
7.649610266,50.72602015,552.0325196
18.28047218,31.08307375,506.1592566
31.09128717,36.1316324,24.79889024
41.19297249,45.22782642,649.8089272
32.66258205,27.08091987,14.54436652
32.74285021,23.72496832,45.18532601
47.69000443,24.14980207,193.2148177
7.977084349,12.39943755,0.351242934
8.002003476,35.8867026,47.93212748
27.83362937,18.74241532,520.6902696
43.38875433,18.29968212,137.1738931
47.03614079,16.27723692,98.27119772
12.95818329,56.30556469,251.504298
22.45208046,47.46466625,287.2353266
34.44532834,23.74585871,576.7435531
26.03817996,18.4249651,21.66798948
5.402869125,63.05518425,589.0502791
15.66287806,44.5882641,8.245746186
29.41612906,59.52111944,55.09606457
14.31995431,63.12863316,333.807185
48.11201152,11.14814232,37.8172698
5.12780095,48.82593698,253.8803788
22.03506637,60.13734921,150.9855144
45.80371774,46.19782519,145.5235014
28.50330293,13.9896702,230.3653325
34.02919811,41.40506747,26.68996645
23.0928898,38.69583073,134.0655989
10.59220351,51.14861504,864.7247412
33.96757163,39.26536371,61.64003598
46.06072085,30.59547647,102.4918431
49.38668019,34.0217717,364.9500914
16.90028441,15.27138177,119.9401416
33.46585869,40.47507064,356.2304802
27.13528447,21.9914127,48.44898096
19.84356891,33.33339641,68.94584746
12.64420555,30.76866791,204.4611087
9.266598587,62.61787799,182.1850604
8.331256438,37.60719793,878.667287
40.85737193,44.58536719,27.3974552
10.48024572,11.3801964,23.29373731
40.32860325,32.86108434,605.4655954
27.75489092,64.67465552,92.4372305
24.98264708,52.91892087,627.7997525
15.54797159,38.9569556,656.6936738
47.97468012,26.35406677,362.2262803
16.15194407,21.70835575,179.8811565
46.91124772,62.14033837,746.4984855
2.330990244,22.41614416,1.004772102
14.77404479,60.21611328,129.4382529
21.56809739,26.68022231,97.04595875
0.02513403,20.25398524,111.6962338
9.567448061,56.37483182,834.3110916
38.333462,30.17275251,103.4653381
30.45434548,43.44237169,359.4746451
16.92632865,58.13079221,67.60523429
26.09148056,52.35959799,5.573287086
46.13200366,63.83438962,226.6443751
27.29210233,45.54304297,778.131765
20.31155379,39.12745308,4.952778226
48.24013713,49.48457407,140.9759174
1.816204726,48.87550563,364.3316088
1.446948437,24.48286005,786.2569271
7.549018342,15.90724872,44.67889482
30.48940018,28.82947371,505.8530566
16.55388439,34.84117221,863.3466951
17.12102991,21.62029562,202.5897456
42.78729323,39.15353752,371.0971894
4.363992683,27.48169387,10.24607047
36.74531435,42.11526713,366.7048984
1.994715544,17.13132537,634.9843216
15.39003227,24.1553394,1.652293098
1.264556404,21.00180748,38.12509547
34.96425532,51.13872959,124.7228762
35.35202491,15.56323179,6.909309226
23.8191238,46.89242686,1037.501494
11.69806884,59.22908243,29.54569726
45.50922267,33.6314991,385.0391512
4.223712763,45.42166919,1147.98084
8.946271082,28.15134006,86.43652606
7.145905095,53.12365832,203.3367158
45.45451771,61.40577427,809.8712251
12.52797946,27.58124888,58.04693589
35.40071753,28.31449317,102.3013646
31.14725519,12.67317385,49.4850182
10.16124068,55.15758527,137.1063612
12.40562103,40.82751575,26.34142288
21.12606663,23.62499321,911.6217639
26.64739367,40.51387647,108.4573601
15.64717294,35.624358,286.8858988
18.70692157,30.17875461,148.4038416
45.4971893,45.45636877,628.4139878
12.6419973,33.39637447,1077.974101
15.53622238,21.21189907,359.0089962
41.79380063,54.78631053,75.37657951
3.01477769,44.78188186,247.3567513
14.5378028,39.0072544,15.48449558
22.79046757,16.50963498,532.1586625
47.42277401,14.88254092,923.0268741
36.92668406,35.21838355,142.3357325
45.84700564,25.81771112,160.7799375
14.5963585,23.92487084,69.98566856
0.646113761,22.24987852,30.03947722
15.7116345,15.79809792,144.678003
18.21498153,47.59139932,294.9706054
47.14741912,14.62108967,261.6417037
29.86686536,46.48358843,134.5853564
40.73590656,60.13238869,525.5507437
1.106473363,52.89397763,207.0818884
30.47140372,43.71652296,236.3946481
37.07827658,24.71795414,174.5114903
7.730188312,46.10335103,241.7451472
16.87596732,25.06563983,334.7442973
5.135797977,47.06609652,221.6224603
31.04103248,48.54676202,346.0330732
26.35160597,21.62190339,69.1624331
10.05117488,54.15554218,220.7424961
49.89795217,37.89900949,86.78793969
23.16589872,53.75466816,289.6163144
12.11707887,20.22149179,27.98888619
8.645633078,15.60671178,110.0528706
39.98442901,38.47021874,166.4031121
48.79252294,16.17845505,635.239266
17.86496521,57.05582391,53.9360649
49.91458843,30.25410257,9.207420707
39.79411642,33.20902945,876.6038203
27.4038275,62.12334178,46.11925708
30.06118138,54.93812622,278.2886471
26.76684934,14.62278986,6.685660514
5.727063957,29.382258,130.3258029
21.07683282,54.08772772,20.27310549
43.07208755,27.46640352,576.7391724
29.12669484,46.94345721,20.00196704
39.77456059,19.32378825,172.7522906
41.28235081,58.54024496,39.25862084
35.5847563,60.81453431,42.94309361
36.56511119,38.79917865,174.5616915
1.796636655,34.42291677,622.4358562
25.60891738,48.49211949,306.0045116
40.02257386,44.65655184,70.02754654
39.65225802,24.86581259,231.1961487
16.18690875,47.54540421,112.8250875
30.96980226,53.53844131,38.42829085
24.87698621,27.92545602,126.6271489
47.56473466,62.00631625,106.4137831
4.462082638,59.29799747,86.44430102
43.15035942,56.26415495,263.7873842
18.00998451,57.75813346,438.631971
7.542608322,57.91010638,247.5694961
46.53663816,10.1038697,2.707126441
45.52971534,28.67962481,30.43581997
0.842739752,18.74496479,916.3388802
6.756144481,58.75728708,976.9284523
46.16209167,26.73618334,649.7524872
7.051703654,62.71074719,342.7714837
47.19125387,14.21161915,104.8748986
35.13891885,37.67964791,143.0329306
31.28470474,24.82433254,365.5937516
32.60458134,26.9743907,88.6774409
43.6418719,46.79104959,630.5655359
43.91150261,44.51532094,61.88112995
39.04791907,64.81370367,566.3698748
43.53563776,33.09061775,899.0484546
16.13618468,20.05523947,126.7839302
42.70913297,59.85741458,221.7658699
23.23460826,47.27300327,431.903563
25.62214444,10.82138032,278.4702429
38.4076759,26.94808276,162.720582
11.18889297,45.48221654,560.9746662
23.38096551,20.16848105,35.13473179
1.11162272,29.89150681,1096.837421
7.894523105,58.53750846,184.285015
16.99095838,39.58242818,294.3113248
19.92357311,64.27625655,149.1397434
19.82043648,46.75734698,485.9716362
45.56840632,51.25359322,189.0342978
33.91186927,27.13000544,14.33128341
5.577660298,53.69968303,66.2664212
39.3287667,11.25267285,559.2830923
30.03123362,38.16741274,194.648992
17.82433055,17.9239651,157.7872151
41.9580621,56.53885123,642.6009581
46.97255019,34.0143427,144.7375209
25.29951276,20.23938323,127.4395235
25.83548949,25.55144056,4.306823
0.024532994,45.48600889,768.6492344
15.05063993,37.0540251,315.4382821
48.88135517,31.89312661,85.95771155
8.928811451,14.04934025,399.4813576
4.142251097,34.71540427,110.326696
25.58281001,57.00319178,509.3395729
16.33117848,32.24889208,36.00801345
18.02274424,26.22101849,353.3170218
35.94516343,57.41185275,389.271069
37.37971808,53.42749056,270.5716295
34.86377748,47.57715243,727.7514544
33.95812529,62.23100615,385.8272832
40.92764571,27.75552991,11.5704626
7.672682163,56.30705761,45.52942601
46.2373659,45.44561633,243.1402537
0.181899429,32.23485511,1049.706895
6.297951649,49.62326182,577.0976568
2.703937036,28.24481599,336.2894444
3.357010349,26.0370434,44.93932373
21.07355971,57.81223826,33.16395869
45.6513333,18.05805679,1.365629448
45.58756473,54.21131857,293.3507562
38.01218452,34.25974168,144.5330604
34.35330567,17.19251976,31.22562752
32.29662989,29.89763242,250.8801045
27.96851905,60.97629553,658.9583757
14.99088089,28.92998004,727.5015059
32.2506028,44.7439094,536.065712
25.26113305,47.46701967,20.22677753
30.71697642,17.27087649,12.62668722
17.31930677,49.18600639,37.82272853
3.11670303,52.32353177,68.14553543
44.78325643,28.86299332,271.8027416
46.30755448,32.615886,53.42266543
41.67647658,14.62662072,916.3867011
30.48444358,19.557259,631.2440132
46.52494109,26.25058621,300.4687195
46.34453691,37.23233744,483.0479476
2.178286871,39.58737319,611.9793538
22.06702998,62.17989359,587.5334148
37.32936658,14.37668708,21.49833977
1.766724648,26.65026238,133.3219591
5.365614976,25.35853911,400.2740099
40.41188092,26.22920678,24.22953159
49.09121262,34.6878733,41.73274247
38.19285159,21.92775448,185.5945433
34.67598625,16.54556806,720.1741565
41.74609074,29.46976966,562.6848045
41.01454675,12.35647583,217.962393
43.05262304,22.94301946,5.080940992
10.95371656,64.6130041,141.1456881
9.239021857,52.0558835,602.1905006
7.793936594,17.09931333,65.53712389
7.071204053,39.95231079,35.90498987
44.00443945,19.60271158,198.4166387
49.13137961,15.19217233,185.5757471
49.70518447,44.88284154,82.55533957
42.09703139,33.21448417,59.68089272
7.846101859,60.16943657,144.7722434
10.41766078,31.4051642,340.6956974
9.810126847,61.07879324,365.5758599
9.538954282,58.81138951,172.809074
23.35108281,32.95293482,151.3280668
4.326848213,46.26752944,1007.175738
8.358011504,59.82568888,234.6251357
9.015095133,52.43420148,484.8328228
42.44617071,53.60129113,386.7721707
32.06215926,39.15828603,118.1701259
3.242723219,46.9310219,99.1193147
27.42925578,11.88695693,135.4157375
37.38561549,42.29259347,889.8096193
34.16928864,29.77942425,591.7843728
47.46996362,36.49070688,187.4261029
22.53489714,47.39708743,24.56114149
26.70006069,55.36953024,556.0497861
40.66209459,17.58058669,90.07795141
11.41176902,56.61288288,140.2631177
3.958394051,50.28107258,51.02215531
3.810361473,47.12128341,644.9565143
41.60255913,27.97222492,161.0713007
1.579890757,54.61943178,693.0258387
49.49566185,16.77540198,187.6259159
7.486615045,54.77038675,235.9890868
21.11550975,10.86596335,405.1749974
20.6883565,32.38682053,668.0537917
6.92993029,10.83971956,225.9644071
37.22629609,53.59838045,152.894195
24.71460742,61.33968351,312.4571128
38.38612405,47.32265134,92.81705915
8.156028129,30.36221181,1063.475495
22.95739978,32.22196752,87.72906344
5.201721973,55.80275642,947.4870295
45.5593862,25.43484924,1025.524856
9.692478051,26.8825992,414.1964251
39.50820033,51.69515288,62.26946293
18.12675648,22.89985774,150.7933738
3.559699696,45.65235746,10.14283026
15.46205076,38.33821888,57.23947569
42.92945837,63.76111766,623.6182544
46.93752615,23.70817356,6.797021513
16.35848009,47.90757366,24.63657184
30.83664139,59.33974281,1.64787251
34.77773416,11.84766116,825.1256721
39.25832094,20.19480156,0.918270641
49.66064939,29.99154755,629.5057115
20.82427978,49.96232814,203.2201898
18.1754048,42.47938409,82.90066722
44.86531662,50.35592983,497.5112675
30.66651338,63.07170833,794.3660559
17.5346926,24.75127214,284.0734266
33.82405885,33.49559302,778.8052144
27.66570089,64.07847369,215.7233238
0.697705454,27.19233799,24.46445807
9.508302464,23.9405573,256.2340473
10.4083562,30.40059715,140.9324037
39.25746602,41.26115271,108.9931898
16.91258587,42.26244397,19.69100725
17.73501963,14.03739721,52.92061449
26.84447988,42.71246127,567.2731133
43.52294891,24.27711219,59.67655258
38.54363961,61.58514156,74.28240064
37.27301229,58.70125078,241.5851458
41.4691457,20.85558202,798.3026288
8.732574425,60.31769905,250.4955127
15.88279793,54.10900071,276.070061
36.31738057,26.19289175,320.9568266
49.55650647,27.49857279,130.3282052
12.86366603,22.9868284,559.2734092
23.01592873,64.2220623,512.7156249
7.710654405,16.01787055,168.9728222
17.55924695,42.1417836,31.03618877
29.50232008,52.45057437,312.4203285
31.02666074,11.21160856,181.1434811
46.80498017,22.61490544,476.1635698
19.72281207,41.09281045,20.75358465
6.823382343,64.31008203,204.6463648
29.66396782,34.17615416,54.13669498
26.27495448,18.38220471,249.7645047
25.62584187,61.6570927,772.7220693
10.98082425,58.71553149,144.0088538
39.29986895,47.9486091,341.8804004
40.16612646,30.86220158,255.3919965
21.99765196,47.94058074,377.9642088
32.06592213,44.79229909,94.08023124
46.30899074,19.10039875,66.02994321
27.62152907,21.21133508,137.9359453
41.87227545,14.7351202,130.4266472
23.15655278,61.36575389,185.9976564
1.717444704,26.6788774,6.583772204
29.91522123,41.8799524,436.7838435
29.69062554,56.67965974,7.470138612
40.3076412,27.2683442,52.37753513
13.46616806,33.19029031,320.934982
30.20653079,55.24948401,101.2524793
17.30707473,26.34278403,562.4804217
43.60019053,17.94320516,103.1608857
18.26288289,57.27112043,334.0747959
41.46719778,24.73684233,131.3126176
31.13475232,37.50839216,433.6001147
37.98060404,34.42194525,66.81243536
33.68084941,53.25284379,709.2624848
44.91805122,33.39160254,60.77200639
20.85283314,34.50652564,262.0057421
32.951563,57.59646031,149.4424012
1.214801551,33.33463459,728.7138322
13.16235825,27.92883355,99.35581889
27.96095623,29.50468735,49.33866485
13.58451278,51.02817369,284.9178391
23.02360033,18.21759788,34.17799897
39.24786771,52.75367714,15.74949969
9.82646801,27.37201463,11.33681443
14.987202,48.47077082,233.2987772
0.748192167,51.33363619,21.70069118
40.22757467,44.82717389,109.1641388
7.455666933,30.07021713,650.442704
42.12222442,43.66573984,604.7743652
22.27392755,61.45821504,255.4698472
31.86293043,14.35071694,551.2366402
12.72203815,64.42928184,35.11145697
43.35522681,20.02125344,441.730698
4.316675841,33.83309522,94.56343965
26.08288663,12.05453243,209.6170287
26.21792749,46.20269469,0.869675331
36.77109961,18.43722689,111.8724514
1.01517886,55.10266505,366.0796666
29.52814986,24.86362926,503.2442866
19.30898062,23.4758888,413.2124324
42.73523962,51.10538369,3.579648083
24.9842331,54.54924724,90.34477751
34.3209182,63.05578299,125.8876188
9.449595043,63.72103128,70.52869871
13.34590212,22.21172448,305.7506604
1.885770897,53.29294116,204.2104753
0.314823065,27.33167874,27.55839997
24.40925188,43.3281347,19.56948809
46.78439691,59.29115888,563.9900457
30.01001602,49.74829327,25.65301951
17.44076214,49.91912037,11.70904373
38.29937357,62.64840833,872.4751733
46.04373326,35.69299974,262.9794973
46.64565284,11.28603912,50.64573615
6.916435583,36.12477143,294.2908832
27.39168623,45.14566737,23.6922028
1.780737041,50.87688375,80.02818888
24.90283669,14.31835399,300.2096091
44.43650282,38.47676569,151.8183753
23.95759102,35.68133215,388.062316
8.463861331,40.62403536,101.5324156
19.32534276,61.73439769,247.7993963
49.57065547,46.37111574,9.912930095
29.24307273,57.78502801,343.0635655
19.76742375,49.52266043,908.7202119
9.140984577,37.51724033,96.50532112
28.41701038,26.57181085,255.4362289
12.93251502,21.26141417,334.2122229
18.49842074,18.29578804,97.06850067
39.09258563,48.73261912,426.0664373
47.60730998,19.03986326,16.48601251
19.02123773,34.3276666,9.784467402
36.87746541,21.44735379,534.4893372
1.418763745,17.58577284,420.9801846
29.3910649,11.80101107,165.0973022
30.40001066,49.65794111,243.5078609
4.141788356,33.88628556,103.8028226
32.82318845,20.25499196,64.37954637
36.03311879,24.52849822,530.2564448
8.444732089,56.7418405,5.788158343
28.88562462,28.68310978,702.6117797
17.80542894,19.20241944,157.5821716
6.589157823,23.37023082,1011.20127
4.767937053,30.76963199,532.9061949
47.59545838,13.66856042,238.408126
49.60639917,33.34188281,301.0878764
24.68971584,19.36591956,96.05200406
32.1110626,39.77536268,2.148118443
29.44753073,20.04317676,5.956080235
13.00383873,31.0409205,330.0245193
20.32626502,34.88586787,209.1011363
11.18814946,29.30309232,171.682884
5.509879198,19.40382893,597.6276639
34.54826459,47.29051626,306.9145232
38.16819148,46.7293941,731.7105273
17.27599256,40.80712424,4.132184236
32.2600718,24.72188987,117.4555807
7.806003725,27.65384492,68.26145802
30.189428,29.04223939,318.6536232
4.583903718,35.55631127,126.4691187
44.20356626,33.26432031,56.68631076
25.94387435,43.96819205,241.8228104
12.18089956,16.24149596,708.022611
18.91027888,61.37303444,301.3895412
5.458456041,33.51641892,249.9212475
31.97310585,26.711912,571.0376581
47.9085367,22.40766953,122.2039754
38.64711383,17.32748215,1.636064473
45.06383692,58.14761373,30.00955263
34.25809261,51.82866754,556.533708
2.292196401,26.86774991,649.0391523
29.3920265,33.4012841,918.0658579
41.88601112,36.8801362,1.781532089
1.75770911,35.47791271,179.9733129
1.083689101,26.78914929,259.4972922
40.32007145,58.60446167,746.2744876
29.39743391,48.81352365,14.96172589
10.76240032,26.84630966,997.0084564
22.28614443,48.24046352,245.6460134
42.3817874,29.12763658,63.5621994
30.57200453,37.98346088,470.1849268
13.66638159,28.60045455,903.7643508
5.12850762,41.77650263,332.2259495
18.32406964,36.90655577,10.66172901
22.98277595,59.29682806,559.8047085
26.69053059,13.96317598,105.5858275
23.73612517,47.55900241,808.8377646
47.33776646,10.07271799,84.42146741
41.96857702,50.09287968,110.0070262
34.17037663,35.89548593,622.7777804
35.9070252,63.26273169,138.1771378
4.59344803,38.51672176,7.949716326
8.697041003,18.77587134,385.4951724
39.54242772,37.88349763,16.48856177
41.47726723,32.10827806,197.4205729
35.21705691,37.55765546,56.03336558
11.12336056,28.39776002,69.21975812
0.38855162,36.27668621,439.4460026
33.62939831,32.59672276,351.1614095
8.228150532,52.55023225,38.71192812
33.63620259,40.09024323,102.6011558
47.79962259,44.96746371,68.57504193
10.85849138,54.11820639,107.9326825
3.534857092,11.6151671,395.2300836
18.70131039,42.73935211,156.2457951
30.19891347,42.91473253,601.2045971
1.8579081,35.27482389,57.76634724
40.05955454,50.81420944,42.77143131
2.047783415,26.84897804,790.6257787
30.38979211,55.15857378,172.4345179
26.5942142,40.44671575,702.2337308
24.08939361,51.80634573,110.4930978
36.82720596,40.70148408,383.847989
26.70291896,36.9155985,52.42902386
34.89175376,36.48839107,265.602183
29.30418328,19.87965335,78.59400726
12.4135771,61.04562142,484.4455907
15.04420342,62.11603867,804.7045481
17.1420264,26.52376192,167.9728556
35.79235497,42.58709269,7.083098333
29.5309127,26.53549552,286.4348006
29.56893095,41.07731087,176.0007858
11.46129142,16.03367313,807.4588581
33.66745194,50.22302465,317.6729396
41.86122112,51.65216663,636.2990361
30.72994865,36.16338842,21.59371091
24.85613368,26.04746197,49.33601353
4.842663319,25.98585976,36.4703879
26.18851685,33.48702853,321.6179874
26.99055321,63.9858241,256.5884304
0.832628389,15.76444189,283.9673581
1.782513158,28.66122041,5.868146512
5.227016004,51.65075709,21.06173007
43.88635624,27.16123406,824.2634262
2.786886662,59.15493358,17.27863589
29.18120449,47.14594936,232.3192306
12.59286454,16.63829623,96.310458
47.08813164,40.86276718,32.9235859
26.08666652,26.35504713,135.5031234
47.16396464,58.36706583,368.6562246
32.88015699,48.33978696,243.9063488
13.41042044,31.57093574,225.4285599
46.78298645,63.91616788,68.66676112
26.93939777,22.58370942,79.14785389
43.64404047,15.63907332,287.9553644
28.34899243,35.74917656,678.7643663
3.687198728,41.83194817,8.540225981
44.03736943,63.10070069,9.395226252
6.441922132,31.02879871,9.345267547
4.978179979,61.4273933,134.1980936
28.78761035,13.46929219,106.5847514
41.25318461,58.82971093,191.6011627
5.967730742,42.59244732,63.43651325
21.87773906,64.76098916,0.6830658
38.47023762,30.84761809,880.225472
46.21539711,46.06711944,173.1201824
14.23497963,10.68917117,79.05196327
45.57673025,58.24514555,39.60418296
31.73945304,33.18104596,171.1503668
11.27473135,29.07745077,593.4448795
24.71238332,23.61710962,382.1893017
14.68324936,56.07405188,365.4678967
